Soil_color,Nitrogen,Phosphorus,Potassium,pH,Temperature,Crop,Fertilizer
Dark Brown,100,80,50,7.5,20,Wheat,Urea
Dark Brown,105,80,50,7.5,20,Wheat,Urea
Dark Brown,110,80,50,7.5,20,Wheat,Urea
Dark Brown,115,80,50,7.5,20,Wheat,Urea
Dark Brown,120,80,50,7.5,20,Wheat,Urea
Dark Brown,100,40,40,6,15,Wheat,Urea
Dark Brown,105,40,40,6,15,Wheat,Urea
Dark Brown,110,40,40,6,15,Wheat,Urea
Dark Brown,115,40,40,6,15,Wheat,Urea
Dark Brown,120,40,40,6,15,Wheat,Urea
Dark Brown,100,45,45,6.5,20,Wheat,Urea
Dark Brown,105,45,45,6.5,20,Wheat,Urea
Dark Brown,110,45,45,6.5,20,Wheat,Urea
Dark Brown,115,45,45,6.5,20,Wheat,Urea
Dark Brown,120,45,45,6.5,20,Wheat,Urea
Dark Brown,100,50,50,7,25,Wheat,Urea
Dark Brown,105,50,50,7,25,Wheat,Urea
Dark Brown,110,50,50,7,25,Wheat,Urea
Dark Brown,115,50,50,7,25,Wheat,Urea
Dark Brown,120,50,50,7,25,Wheat,Urea
Dark Brown,100,55,55,7.5,15,Wheat,Urea
Dark Brown,105,55,55,7.5,15,Wheat,Urea
Dark Brown,110,55,55,7.5,15,Wheat,Urea
Dark Brown,115,55,55,7.5,15,Wheat,Urea
Dark Brown,120,55,55,7.5,15,Wheat,Urea
Dark Brown,100,60,60,6,20,Wheat,Urea
Dark Brown,105,60,60,6,20,Wheat,Urea
Dark Brown,110,60,60,6,20,Wheat,Urea
Dark Brown,115,60,60,6,20,Wheat,Urea
Dark Brown,120,60,60,6,20,Wheat,Urea
Dark Brown,100,40,50,7,20,Wheat,Urea
Dark Brown,105,40,50,7,20,Wheat,Urea
Dark Brown,110,40,50,7,20,Wheat,Urea
Dark Brown,115,40,50,7,20,Wheat,Urea
Dark Brown,120,40,50,7,20,Wheat,Urea
Dark Brown,100,45,55,7.5,25,Wheat,Urea
Dark Brown,105,45,55,7.5,25,Wheat,Urea
Dark Brown,110,45,55,7.5,25,Wheat,Urea
Dark Brown,115,45,55,7.5,25,Wheat,Urea
Dark Brown,120,45,55,7.5,25,Wheat,Urea
Dark Brown,100,50,60,6,15,Wheat,Urea
Dark Brown,105,50,60,6,15,Wheat,Urea
Dark Brown,110,50,60,6,15,Wheat,Urea
Dark Brown,115,50,60,6,15,Wheat,Urea
Dark Brown,120,50,60,6,15,Wheat,Urea
Dark Brown,100,55,40,6.5,20,Wheat,Urea
Dark Brown,105,55,40,6.5,20,Wheat,Urea
Dark Brown,110,55,40,6.5,20,Wheat,Urea
Dark Brown,115,55,40,6.5,20,Wheat,Urea
Dark Brown,120,55,40,6.5,20,Wheat,Urea
Dark Brown,100,60,45,7,25,Wheat,Urea
Dark Brown,105,60,45,7,25,Wheat,Urea
Dark Brown,110,60,45,7,25,Wheat,Urea
Dark Brown,115,60,45,7,25,Wheat,Urea
Dark Brown,120,60,45,7,25,Wheat,Urea
Dark Brown,100,40,60,6,25,Wheat,Urea
Dark Brown,105,40,60,6,25,Wheat,Urea
Dark Brown,110,40,60,6,25,Wheat,Urea
Dark Brown,115,40,60,6,25,Wheat,Urea
Dark Brown,120,40,60,6,25,Wheat,Urea
Dark Brown,100,45,40,6.5,15,Wheat,Urea
Dark Brown,105,45,40,6.5,15,Wheat,Urea
Dark Brown,110,45,40,6.5,15,Wheat,Urea
Dark Brown,115,45,40,6.5,15,Wheat,Urea
Dark Brown,120,45,40,6.5,15,Wheat,Urea
Dark Brown,100,50,45,7,20,Wheat,Urea
Dark Brown,105,50,45,7,20,Wheat,Urea
Dark Brown,110,50,45,7,20,Wheat,Urea
Dark Brown,115,50,45,7,20,Wheat,Urea
Dark Brown,120,50,45,7,20,Wheat,Urea
Dark Brown,100,55,50,7.5,25,Wheat,Urea
Dark Brown,105,55,50,7.5,25,Wheat,Urea
Dark Brown,110,55,50,7.5,25,Wheat,Urea
Dark Brown,115,55,50,7.5,25,Wheat,Urea
Dark Brown,120,55,50,7.5,25,Wheat,Urea
Dark Brown,100,60,55,6,15,Wheat,Urea
Dark Brown,105,60,55,6,15,Wheat,Urea
Dark Brown,110,60,55,6,15,Wheat,Urea
Dark Brown,115,60,55,6,15,Wheat,Urea
Dark Brown,120,60,55,6,15,Wheat,Urea
Dark Brown,95,55,55,7,25,Wheat,Urea
Dark Brown,100,55,55,7,25,Wheat,Urea
Dark Brown,60,60,60,7.5,15,Wheat,Urea
Dark Brown,65,60,60,7.5,15,Wheat,Urea
Dark Brown,70,60,60,7.5,15,Wheat,Urea
Dark Brown,75,60,60,7.5,15,Wheat,Urea
Dark Brown,80,60,60,7.5,15,Wheat,Urea
Dark Brown,85,60,60,7.5,15,Wheat,Urea
Dark Brown,90,60,60,7.5,15,Wheat,Urea
Dark Brown,95,60,60,7.5,15,Wheat,Urea
Dark Brown,100,60,60,7.5,15,Wheat,Urea
Dark Brown,60,40,45,6,20,Wheat,Urea
Dark Brown,65,40,45,6,20,Wheat,Urea
Dark Brown,70,40,45,6,20,Wheat,Urea
Dark Brown,75,40,45,6,20,Wheat,Urea
Dark Brown,80,40,45,6,20,Wheat,Urea
Dark Brown,85,40,45,6,20,Wheat,Urea
Dark Brown,90,40,45,6,20,Wheat,Urea
Dark Brown,95,40,45,6,20,Wheat,Urea
Dark Brown,100,40,45,6,20,Wheat,Urea
Dark Brown,60,45,50,6.5,25,Wheat,Urea
Dark Brown,65,45,50,6.5,25,Wheat,Urea
Dark Brown,70,45,50,6.5,25,Wheat,Urea
Dark Brown,75,45,50,6.5,25,Wheat,Urea
Dark Brown,80,45,50,6.5,25,Wheat,Urea
Dark Brown,75,50,60,6,25,Wheat,Urea
Dark Brown,80,50,60,6,25,Wheat,Urea
Dark Brown,85,50,60,6,25,Wheat,Urea
Dark Brown,90,50,60,6,25,Wheat,Urea
Dark Brown,95,50,60,6,25,Wheat,Urea
Dark Brown,100,50,60,6,25,Wheat,Urea
Dark Brown,60,55,40,6.5,15,Wheat,Urea
Dark Brown,65,55,40,6.5,15,Wheat,Urea
Dark Brown,70,55,40,6.5,15,Wheat,Urea
Dark Brown,75,55,40,6.5,15,Wheat,Urea
Dark Brown,80,55,40,6.5,15,Wheat,Urea
Dark Brown,85,55,40,6.5,15,Wheat,Urea
Dark Brown,90,55,40,6.5,15,Wheat,Urea
Dark Brown,95,55,40,6.5,15,Wheat,Urea
Dark Brown,100,55,40,6.5,15,Wheat,Urea
Dark Brown,60,60,45,7,20,Wheat,Urea
Dark Brown,65,60,45,7,20,Wheat,Urea
Dark Brown,70,60,45,7,20,Wheat,Urea
Dark Brown,75,60,45,7,20,Wheat,Urea
Dark Brown,80,60,45,7,20,Wheat,Urea
Dark Brown,85,60,45,7,20,Wheat,Urea
Dark Brown,90,60,45,7,20,Wheat,Urea
Dark Brown,95,60,45,7,20,Wheat,Urea
Dark Brown,100,60,45,7,20,Wheat,Urea
Dark Brown,60,40,55,7.5,25,Wheat,Urea
Dark Brown,100,50,40,6.5,20,Wheat,Urea
Dark Brown,60,55,45,7,25,Wheat,Urea
Dark Brown,65,55,45,7,25,Wheat,Urea
Dark Brown,70,55,45,7,25,Wheat,Urea
Dark Brown,75,55,45,7,25,Wheat,Urea
Dark Brown,80,55,45,7,25,Wheat,Urea
Dark Brown,85,55,45,7,25,Wheat,Urea
Dark Brown,90,55,45,7,25,Wheat,Urea
Dark Brown,95,55,45,7,25,Wheat,Urea
Dark Brown,100,55,45,7,25,Wheat,Urea
Dark Brown,60,60,50,7.5,15,Wheat,Urea
Dark Brown,65,60,50,7.5,15,Wheat,Urea
Dark Brown,70,60,50,7.5,15,Wheat,Urea
Dark Brown,75,60,50,7.5,15,Wheat,Urea
Dark Brown,80,60,50,7.5,15,Wheat,Urea
Dark Brown,85,60,50,7.5,15,Wheat,Urea
Dark Brown,90,60,50,7.5,15,Wheat,Urea
Dark Brown,95,60,50,7.5,15,Wheat,Urea
Dark Brown,100,60,50,7.5,15,Wheat,Urea
Dark Brown,60,40,60,6,20,Wheat,Urea
Dark Brown,65,40,60,6,20,Wheat,Urea
Dark Brown,70,40,60,6,20,Wheat,Urea
Dark Brown,75,40,60,6,20,Wheat,Urea
Dark Brown,80,40,60,6,20,Wheat,Urea
Dark Brown,85,40,60,6,20,Wheat,Urea
Dark Brown,80,55,50,7.5,20,Wheat,Urea
Dark Brown,85,55,50,7.5,20,Wheat,Urea
Dark Brown,90,55,50,7.5,20,Wheat,Urea
Dark Brown,95,55,50,7.5,20,Wheat,Urea
Dark Brown,100,55,50,7.5,20,Wheat,Urea
Dark Brown,60,60,55,6,25,Wheat,Urea
Dark Brown,65,60,55,6,25,Wheat,Urea
Dark Brown,70,60,55,6,25,Wheat,Urea
Dark Brown,75,60,55,6,25,Wheat,Urea
Dark Brown,80,60,55,6,25,Wheat,Urea
Dark Brown,85,60,55,6,25,Wheat,Urea
Dark Brown,90,60,55,6,25,Wheat,Urea
Dark Brown,95,60,55,6,25,Wheat,Urea
Dark Brown,100,60,55,6,25,Wheat,Urea
Black,20,30,20,6,25,Groundnut,Chilated Micronutrient
Black,25,30,20,6,25,Groundnut,Chilated Micronutrient
Black,30,30,20,6,25,Groundnut,Chilated Micronutrient
Black,20,35,25,6.5,30,Groundnut,Chilated Micronutrient
Black,25,35,25,6.5,30,Groundnut,Chilated Micronutrient
Black,30,35,25,6.5,30,Groundnut,Chilated Micronutrient
Black,20,40,20,7,25,Groundnut,Chilated Micronutrient
Black,25,40,20,7,25,Groundnut,Chilated Micronutrient
Black,30,40,20,7,25,Groundnut,Chilated Micronutrient
Black,20,30,25,7.5,30,Groundnut,SSP
Black,25,30,25,7.5,30,Groundnut,SSP
Black,30,30,25,7.5,30,Groundnut,SSP
Black,20,35,20,6,25,Groundnut,SSP
Black,25,35,20,6,25,Groundnut,SSP
Black,30,35,20,6,25,Groundnut,SSP
Black,20,40,25,6.5,30,Groundnut,SSP
Black,25,40,25,6.5,30,Groundnut,SSP
Black,30,40,25,6.5,30,Groundnut,SSP
Black,50,25,30,6,25,Groundnut,Chilated Micronutrient
Black,55,25,30,6,25,Groundnut,Chilated Micronutrient
Black,60,25,30,6,25,Groundnut,Chilated Micronutrient
Black,50,30,35,6.5,30,Groundnut,Chilated Micronutrient
Black,55,30,35,6.5,30,Groundnut,Chilated Micronutrient
Black,60,30,35,6.5,30,Groundnut,Chilated Micronutrient
Black,50,25,40,7,25,Groundnut,Chilated Micronutrient
Black,55,25,40,7,25,Groundnut,Chilated Micronutrient
Black,60,25,40,7,25,Groundnut,Chilated Micronutrient
Black,50,30,30,7.5,30,Groundnut,SSP
Black,55,30,30,7.5,30,Groundnut,SSP
Black,60,30,30,7.5,30,Groundnut,SSP
Black,50,25,35,6,25,Groundnut,SSP
Black,55,25,35,6,25,Groundnut,SSP
Black,60,25,35,6,25,Groundnut,SSP
Black,50,30,40,6.5,30,Groundnut,SSP
Black,55,30,40,6.5,30,Groundnut,SSP
Black,60,30,40,6.5,30,Groundnut,SSP
Black,40,20,20,5.5,25,Groundnut,Chilated Micronutrient
Black,45,20,20,5.5,25,Groundnut,Chilated Micronutrient
Black,50,20,20,5.5,25,Groundnut,Chilated Micronutrient
Black,40,30,30,6,30,Groundnut,Chilated Micronutrient
Black,45,30,30,6,30,Groundnut,Chilated Micronutrient
Black,50,30,30,6,30,Groundnut,Chilated Micronutrient
Black,40,20,30,6.5,25,Groundnut,Chilated Micronutrient
Black,45,20,30,6.5,25,Groundnut,Chilated Micronutrient
Black,50,20,30,6.5,25,Groundnut,Chilated Micronutrient
Black,40,30,20,7,30,Groundnut,SSP
Black,45,30,20,7,30,Groundnut,SSP
Black,50,30,20,7,30,Groundnut,SSP
Dark Brown,120,60,40,6,20,Maize,Urea
Dark Brown,125,60,40,6,20,Maize,Urea
Dark Brown,130,60,40,6,20,Maize,Urea
Dark Brown,135,60,40,6,20,Maize,Urea
Dark Brown,140,60,40,6,20,Maize,Urea
Dark Brown,145,60,40,6,20,Maize,Urea
Dark Brown,150,60,40,6,20,Maize,Urea
Dark Brown,120,65,45,6.5,25,Maize,Urea
Dark Brown,125,65,45,6.5,25,Maize,Urea
Dark Brown,130,65,45,6.5,25,Maize,Urea
Dark Brown,135,65,45,6.5,25,Maize,Urea
Dark Brown,140,65,45,6.5,25,Maize,Urea
Dark Brown,145,65,45,6.5,25,Maize,Urea
Dark Brown,150,65,45,6.5,25,Maize,Urea
Dark Brown,120,70,50,7,30,Maize,Urea
Dark Brown,125,70,50,7,30,Maize,Urea
Dark Brown,130,70,50,7,30,Maize,Urea
Dark Brown,135,70,50,7,30,Maize,Urea
Dark Brown,140,70,50,7,30,Maize,Urea
Dark Brown,145,70,50,7,30,Maize,Urea
Dark Brown,150,70,50,7,30,Maize,Urea
Dark Brown,120,75,55,7.5,20,Maize,Urea
Dark Brown,125,75,55,7.5,20,Maize,Urea
Dark Brown,130,75,55,7.5,20,Maize,Urea
Dark Brown,135,75,55,7.5,20,Maize,Urea
Dark Brown,140,75,55,7.5,20,Maize,Urea
Dark Brown,145,75,55,7.5,20,Maize,Urea
Dark Brown,150,75,55,7.5,20,Maize,Urea
Dark Brown,120,80,60,6,25,Maize,Urea
Dark Brown,125,80,60,6,25,Maize,Urea
Dark Brown,130,80,60,6,25,Maize,Urea
Dark Brown,135,80,60,6,25,Maize,Urea
Dark Brown,140,80,60,6,25,Maize,Urea
Dark Brown,145,80,60,6,25,Maize,Urea
Dark Brown,150,80,60,6,25,Maize,Urea
Dark Brown,120,60,45,6.5,30,Maize,SSP
Dark Brown,125,60,45,6.5,30,Maize,SSP
Dark Brown,130,60,45,6.5,30,Maize,SSP
Dark Brown,135,60,45,6.5,30,Maize,SSP
Dark Brown,140,60,45,6.5,30,Maize,SSP
Dark Brown,145,60,45,6.5,30,Maize,SSP
Dark Brown,150,60,45,6.5,30,Maize,SSP
Dark Brown,120,65,50,7,20,Maize,SSP
Dark Brown,125,65,50,7,20,Maize,SSP
Dark Brown,130,65,50,7,20,Maize,SSP
Dark Brown,135,65,50,7,20,Maize,SSP
Dark Brown,140,65,50,7,20,Maize,SSP
Dark Brown,145,65,50,7,20,Maize,SSP
Dark Brown,150,65,50,7,20,Maize,SSP
Dark Brown,120,70,55,7.5,25,Maize,SSP
Dark Brown,125,70,55,7.5,25,Maize,SSP
Dark Brown,130,70,55,7.5,25,Maize,SSP
Dark Brown,135,70,55,7.5,25,Maize,SSP
Dark Brown,140,70,55,7.5,25,Maize,SSP
Dark Brown,145,70,55,7.5,25,Maize,SSP
Dark Brown,150,70,55,7.5,25,Maize,SSP
Dark Brown,120,75,60,6,30,Maize,SSP
Dark Brown,125,75,60,6,30,Maize,SSP
Dark Brown,130,75,60,6,30,Maize,SSP
Dark Brown,135,75,60,6,30,Maize,SSP
Dark Brown,140,75,60,6,30,Maize,SSP
Dark Brown,145,75,60,6,30,Maize,SSP
Dark Brown,150,75,60,6,30,Maize,SSP
Dark Brown,120,80,40,6.5,20,Maize,SSP
Dark Brown,125,80,40,6.5,20,Maize,SSP
Dark Brown,130,80,40,6.5,20,Maize,SSP
Dark Brown,135,80,40,6.5,20,Maize,SSP
Dark Brown,140,80,40,6.5,20,Maize,SSP
Dark Brown,145,80,40,6.5,20,Maize,SSP
Dark Brown,150,80,40,6.5,20,Maize,SSP
Dark Brown,120,60,50,7,25,Maize,MOP
Dark Brown,125,60,50,7,25,Maize,MOP
Dark Brown,130,60,50,7,25,Maize,MOP
Dark Brown,135,60,50,7,25,Maize,MOP
Dark Brown,140,60,50,7,25,Maize,MOP
Dark Brown,145,60,50,7,25,Maize,MOP
Dark Brown,150,60,50,7,25,Maize,MOP
Dark Brown,120,65,55,7.5,30,Maize,MOP
Dark Brown,125,65,55,7.5,30,Maize,MOP
Dark Brown,130,65,55,7.5,30,Maize,MOP
Dark Brown,135,65,55,7.5,30,Maize,MOP
Dark Brown,140,65,55,7.5,30,Maize,MOP
Dark Brown,145,65,55,7.5,30,Maize,MOP
Dark Brown,150,65,55,7.5,30,Maize,MOP
Dark Brown,120,70,60,6,20,Maize,MOP
Dark Brown,125,70,60,6,20,Maize,MOP
Dark Brown,130,70,60,6,20,Maize,MOP
Dark Brown,135,70,60,6,20,Maize,MOP
Dark Brown,140,70,60,6,20,Maize,MOP
Dark Brown,145,70,60,6,20,Maize,MOP
Dark Brown,150,70,60,6,20,Maize,MOP
Dark Brown,120,75,40,6.5,25,Maize,MOP
Dark Brown,125,75,40,6.5,25,Maize,MOP
Dark Brown,130,75,40,6.5,25,Maize,MOP
Dark Brown,135,75,40,6.5,25,Maize,MOP
Dark Brown,140,75,40,6.5,25,Maize,MOP
Dark Brown,145,75,40,6.5,25,Maize,MOP
Dark Brown,150,75,40,6.5,25,Maize,MOP
Dark Brown,120,80,45,7,30,Maize,MOP
Dark Brown,125,80,45,7,30,Maize,MOP
Dark Brown,130,80,45,7,30,Maize,MOP
Dark Brown,135,80,45,7,30,Maize,MOP
Dark Brown,140,80,45,7,30,Maize,MOP
Dark Brown,145,80,45,7,30,Maize,MOP
Dark Brown,150,80,45,7,30,Maize,MOP
Dark Brown,120,60,55,7.5,20,Maize,Urea
Dark Brown,125,60,55,7.5,20,Maize,Urea
Dark Brown,130,60,55,7.5,20,Maize,Urea
Dark Brown,135,60,55,7.5,20,Maize,Urea
Dark Brown,140,60,55,7.5,20,Maize,Urea
Dark Brown,145,60,55,7.5,20,Maize,Urea
Dark Brown,150,60,55,7.5,20,Maize,Urea
Dark Brown,120,65,60,6,25,Maize,Urea
Dark Brown,125,65,60,6,25,Maize,Urea
Dark Brown,130,65,60,6,25,Maize,Urea
Dark Brown,135,65,60,6,25,Maize,Urea
Dark Brown,140,65,60,6,25,Maize,Urea
Dark Brown,145,65,60,6,25,Maize,Urea
Dark Brown,150,65,60,6,25,Maize,Urea
Dark Brown,120,70,40,6.5,30,Maize,Urea
Dark Brown,125,70,40,6.5,30,Maize,Urea
Dark Brown,130,70,40,6.5,30,Maize,Urea
Dark Brown,135,70,40,6.5,30,Maize,Urea
Dark Brown,140,70,40,6.5,30,Maize,Urea
Dark Brown,145,70,40,6.5,30,Maize,Urea
Dark Brown,150,70,40,6.5,30,Maize,Urea
Dark Brown,120,75,45,7,20,Maize,Urea
Dark Brown,125,75,45,7,20,Maize,Urea
Dark Brown,130,75,45,7,20,Maize,Urea
Dark Brown,135,75,45,7,20,Maize,Urea
Dark Brown,140,75,45,7,20,Maize,Urea
Dark Brown,145,75,45,7,20,Maize,Urea
Dark Brown,150,75,45,7,20,Maize,Urea
Dark Brown,120,80,50,7.5,25,Maize,Urea
Dark Brown,125,80,50,7.5,25,Maize,Urea
Dark Brown,130,80,50,7.5,25,Maize,Urea
Dark Brown,135,80,50,7.5,25,Maize,Urea
Dark Brown,140,80,50,7.5,25,Maize,Urea
Dark Brown,145,80,50,7.5,25,Maize,Urea
Dark Brown,150,80,50,7.5,25,Maize,Urea
Dark Brown,120,60,60,6,30,Maize,SSP
Dark Brown,125,60,60,6,30,Maize,SSP
Dark Brown,130,60,60,6,30,Maize,SSP
Dark Brown,135,60,60,6,30,Maize,SSP
Dark Brown,140,60,60,6,30,Maize,SSP
Dark Brown,145,60,60,6,30,Maize,SSP
Dark Brown,150,60,60,6,30,Maize,SSP
Dark Brown,120,65,40,6.5,20,Maize,SSP
Dark Brown,125,65,40,6.5,20,Maize,SSP
Dark Brown,130,65,40,6.5,20,Maize,SSP
Dark Brown,135,65,40,6.5,20,Maize,SSP
Dark Brown,140,65,40,6.5,20,Maize,SSP
Dark Brown,145,65,40,6.5,20,Maize,SSP
Dark Brown,150,65,40,6.5,20,Maize,SSP
Dark Brown,120,70,45,7,25,Maize,SSP
Dark Brown,125,70,45,7,25,Maize,SSP
Dark Brown,130,70,45,7,25,Maize,SSP
Dark Brown,135,70,45,7,25,Maize,SSP
Dark Brown,140,70,45,7,25,Maize,SSP
Dark Brown,145,70,45,7,25,Maize,SSP
Dark Brown,150,70,45,7,25,Maize,SSP
Dark Brown,120,75,50,7.5,30,Maize,SSP
Dark Brown,125,75,50,7.5,30,Maize,SSP
Dark Brown,130,75,50,7.5,30,Maize,SSP
Dark Brown,135,75,50,7.5,30,Maize,SSP
Dark Brown,140,75,50,7.5,30,Maize,SSP
Dark Brown,145,75,50,7.5,30,Maize,SSP
Dark Brown,150,75,50,7.5,30,Maize,SSP
Dark Brown,120,80,55,6,20,Maize,SSP
Dark Brown,125,80,55,6,20,Maize,SSP
Dark Brown,130,80,55,6,20,Maize,SSP
Dark Brown,135,80,55,6,20,Maize,SSP
Dark Brown,140,80,55,6,20,Maize,SSP
Dark Brown,145,80,55,6,20,Maize,SSP
Dark Brown,150,80,55,6,20,Maize,SSP
Red,40,20,20,5.5,20,Tur,Urea
Red,45,20,20,5.5,20,Tur,Urea
Red,50,20,20,5.5,20,Tur,Urea
Red,40,25,25,6,25,Tur,Urea
Red,45,25,25,6,25,Tur,Urea
Red,50,25,25,6,25,Tur,Urea
Red,40,30,30,6.5,30,Tur,Urea
Red,45,30,30,6.5,30,Tur,Urea
Red,50,30,30,6.5,30,Tur,Urea
Red,40,20,25,5.5,20,Tur,MOP
Red,45,20,25,5.5,20,Tur,MOP
Red,50,20,25,5.5,20,Tur,MOP
Red,40,25,30,6,25,Tur,MOP
Red,45,25,30,6,25,Tur,MOP
Red,50,25,30,6,25,Tur,MOP
Red,40,30,20,6.5,30,Tur,MOP
Red,45,30,20,6.5,30,Tur,MOP
Red,50,30,20,6.5,30,Tur,MOP
Red,40,20,30,5.5,20,Tur,SSP
Red,45,20,30,5.5,20,Tur,SSP
Red,50,20,30,5.5,20,Tur,SSP
Red,40,25,20,6,25,Tur,SSP
Red,45,25,20,6,25,Tur,SSP
Red,50,25,20,6,25,Tur,SSP
Red,40,30,25,6.5,30,Tur,SSP
Red,45,30,25,6.5,30,Tur,SSP
Red,50,30,25,6.5,30,Tur,SSP
Dark Brown,20,30,20,6,20,Urad,Urea
Dark Brown,25,30,20,6,20,Urad,Urea
Dark Brown,30,30,20,6,20,Urad,Urea
Dark Brown,20,35,25,6.5,25,Urad,Urea
Dark Brown,25,35,25,6.5,25,Urad,Urea
Dark Brown,30,35,25,6.5,25,Urad,Urea
Dark Brown,20,40,30,7,20,Urad,Urea
Dark Brown,25,40,30,7,20,Urad,Urea
Dark Brown,30,40,30,7,20,Urad,Urea
Dark Brown,20,30,25,6,25,Urad,SSP
Dark Brown,25,30,25,6,25,Urad,SSP
Dark Brown,30,30,25,6,25,Urad,SSP
Dark Brown,20,35,30,6.5,20,Urad,SSP
Dark Brown,25,35,30,6.5,20,Urad,SSP
Dark Brown,30,35,30,6.5,20,Urad,SSP
Dark Brown,20,40,20,7,25,Urad,SSP
Dark Brown,25,40,20,7,25,Urad,SSP
Dark Brown,30,40,20,7,25,Urad,SSP
Dark Brown,20,30,30,6,20,Urad,DAP
Dark Brown,25,30,30,6,20,Urad,DAP
Dark Brown,30,30,30,6,20,Urad,DAP
Dark Brown,20,35,20,6.5,25,Urad,DAP
Dark Brown,25,35,20,6.5,25,Urad,DAP
Dark Brown,30,35,20,6.5,25,Urad,DAP
Dark Brown,20,40,25,7,20,Urad,DAP
Dark Brown,25,40,25,7,20,Urad,DAP
Dark Brown,30,40,25,7,20,Urad,DAP
Light Brown,20,10,5,6,25,Moong,MOP
Light Brown,25,10,5,6,25,Moong,MOP
Light Brown,30,10,5,6,25,Moong,MOP
Light Brown,20,15,10,6.5,30,Moong,MOP
Light Brown,25,15,10,6.5,30,Moong,MOP
Light Brown,30,15,10,6.5,30,Moong,MOP
Light Brown,20,20,15,7,35,Moong,MOP
Light Brown,25,20,15,7,35,Moong,MOP
Light Brown,30,20,15,7,35,Moong,MOP
Light Brown,20,10,10,6,25,Moong,Urea
Light Brown,25,10,10,6,25,Moong,Urea
Light Brown,30,10,10,6,25,Moong,Urea
Light Brown,20,15,15,6.5,30,Moong,Urea
Light Brown,25,15,15,6.5,30,Moong,Urea
Light Brown,30,15,15,6.5,30,Moong,Urea
Light Brown,20,20,5,7,35,Moong,Urea
Light Brown,25,20,5,7,35,Moong,Urea
Light Brown,30,20,5,7,35,Moong,Urea
Light Brown,20,10,15,6,25,Moong,SSP
Light Brown,25,10,15,6,25,Moong,SSP
Light Brown,30,10,15,6,25,Moong,SSP
Light Brown,20,15,5,6.5,30,Moong,SSP
Light Brown,25,15,5,6.5,30,Moong,SSP
Light Brown,30,15,5,6.5,30,Moong,SSP
Light Brown,20,20,10,7,35,Moong,SSP
Light Brown,25,20,10,7,35,Moong,SSP
Light Brown,30,20,10,7,35,Moong,SSP
Black,40,25,10,6,20,Gram,18:46:00 NPK
Black,45,25,10,6,20,Gram,18:46:00 NPK
Black,50,25,10,6,20,Gram,18:46:00 NPK
Black,40,30,15,6.5,25,Gram,18:46:00 NPK
Black,45,30,15,6.5,25,Gram,18:46:00 NPK
Black,50,30,15,6.5,25,Gram,18:46:00 NPK
Black,40,25,15,6,20,Gram,Sulphur
Black,45,25,15,6,20,Gram,Sulphur
Black,50,25,15,6,20,Gram,Sulphur
Black,40,30,10,6.5,25,Gram,Sulphur
Black,45,30,10,6.5,25,Gram,Sulphur
Black,50,30,10,6.5,25,Gram,Sulphur
Medium Brown,40,20,20,6,20,Masoor,Urea
Medium Brown,45,20,20,6,20,Masoor,Urea
Medium Brown,50,20,20,6,20,Masoor,Urea
Medium Brown,40,25,25,6.5,25,Masoor,Urea
Medium Brown,45,25,25,6.5,25,Masoor,Urea
Medium Brown,50,25,25,6.5,25,Masoor,Urea
Medium Brown,40,20,25,6,20,Masoor,DAP
Medium Brown,45,20,25,6,20,Masoor,DAP
Medium Brown,50,20,25,6,20,Masoor,DAP
Medium Brown,40,25,20,6.5,25,Masoor,DAP
Medium Brown,45,25,20,6.5,25,Masoor,DAP
Medium Brown,50,25,20,6.5,25,Masoor,DAP
Black,100,60,60,7.5,10,Cotton,Magnesium Sulphate
Black,105,60,60,7.5,10,Cotton,Magnesium Sulphate
Black,110,60,60,7.5,10,Cotton,Magnesium Sulphate
Black,115,60,60,7.5,10,Cotton,Magnesium Sulphate
Black,120,60,60,7.5,10,Cotton,Magnesium Sulphate
Black,100,65,65,8,15,Cotton,Magnesium Sulphate
Black,105,65,65,8,15,Cotton,Magnesium Sulphate
Black,110,65,65,8,15,Cotton,Magnesium Sulphate
Black,115,65,65,8,15,Cotton,Magnesium Sulphate
Black,120,65,65,8,15,Cotton,Magnesium Sulphate
Black,100,70,70,8.5,20,Cotton,Magnesium Sulphate
Black,105,70,70,8.5,20,Cotton,Magnesium Sulphate
Black,110,70,70,8.5,20,Cotton,Magnesium Sulphate
Black,115,70,70,8.5,20,Cotton,Magnesium Sulphate
Black,120,70,70,8.5,20,Cotton,Magnesium Sulphate
Black,100,75,75,7.5,25,Cotton,Magnesium Sulphate
Black,105,75,75,7.5,25,Cotton,Magnesium Sulphate
Black,110,75,75,7.5,25,Cotton,Magnesium Sulphate
Black,115,75,75,7.5,25,Cotton,Magnesium Sulphate
Black,120,75,75,7.5,25,Cotton,Magnesium Sulphate
Black,100,80,80,8,30,Cotton,Magnesium Sulphate
Black,105,80,80,8,30,Cotton,Magnesium Sulphate
Black,110,80,80,8,30,Cotton,Magnesium Sulphate
Black,115,80,80,8,30,Cotton,Magnesium Sulphate
Black,120,80,80,8,30,Cotton,Magnesium Sulphate
Black,100,60,65,8.5,10,Cotton,DAP
Black,105,60,65,8.5,10,Cotton,DAP
Black,110,60,65,8.5,10,Cotton,DAP
Black,115,60,65,8.5,10,Cotton,DAP
Black,120,60,65,8.5,10,Cotton,DAP
Black,100,65,70,7.5,15,Cotton,DAP
Black,105,65,70,7.5,15,Cotton,DAP
